,C1,C2,C3,C4,FC1,CZ,FC2,PZ
6,-6639.0517578125,83855.828125,23651.36328125,78932.484375,11776.162109375,128456.75,29099.27734375,78786.953125
7,-6961.44091796875,83718.265625,23371.888671875,79564.9609375,11594.9638671875,128662.4609375,28974.91796875,79202.8984375
8,-7252.5029296875,83591.421875,23124.697265625,80083.4765625,11416.76953125,128918.421875,28873.3984375,79611.1171875
9,-7441.091796875,83508.7421875,22971.91796875,80374.4375,11289.4072265625,129148.1640625,28819.611328125,79896.890625
10,-7432.8427734375,83517.5625,22991.802734375,80299.9140625,11272.001953125,129266.328125,28846.791015625,79946.0
11,-7248.06787109375,83600.1953125,23160.412109375,79888.734375,11349.25,129220.3125,28931.716796875,79737.859375
0,-6948.80517578125,83728.9921875,23421.337890625,79297.125,11493.6357421875,129028.765625,29046.82421875,79349.90625
1,-6645.87109375,83860.7890625,23679.6875,78744.5625,11650.1337890625,128772.4609375,29151.82421875,78933.6796875
0,-6447.4111328125,83947.8125,23841.669921875,78407.6796875,11756.564453125,128529.515625,29205.421875,78625.8828125
1,-6453.4189453125,83947.09375,23825.599609375,78491.4140625,11755.1337890625,128413.8828125,29181.33984375,78580.1953125
2,-6661.93994140625,83856.9765625,23637.10546875,78936.203125,11639.119140625,128468.578125,29086.353515625,78809.9375
0,-6984.2822265625,83719.21875,23356.53515625,79560.0,11456.251953125,128672.7109375,28961.470703125,79221.3046875
1,-7272.6728515625,83593.09375,23110.439453125,80080.8046875,11279.96484375,128927.1484375,28860.4296875,79621.75
2,-7456.39794921875,83514.984375,22960.80859375,80370.2421875,11157.560546875,129153.6953125,28810.123046875,79901.75
0,-7456.44580078125,83514.84375,22973.205078125,80286.5625,11131.5263671875,129258.359375,28829.958984375,79936.65625
1,-7276.2490234375,83590.421875,23137.857421875,79870.421875,11202.7646484375,129203.6171875,28909.54296875,79716.3125
0,-6971.59814453125,83724.5546875,23405.029296875,79265.796875,11353.4462890625,129011.6015625,29028.419921875,79321.8203125
1,-6669.091796875,83857.2109375,23662.521484375,78699.21875,11510.2783203125,128748.4296875,29131.3671875,78901.25
2,-6468.82080078125,83946.90625,23826.076171875,78388.84375,11617.8515625,128514.3515625,29187.5390625,78609.140625
3,-6479.69287109375,83942.7109375,23804.23828125,78478.0625,11613.560546875,128402.7265625,29160.3125,78568.9921875
0,-6689.64404296875,83852.4921875,23614.837890625,78929.3828125,11497.974609375,128463.4765625,29064.943359375,78807.03125
1,-7017.041015625,83709.390625,23329.9765625,79562.0078125,11308.9091796875,128669.9453125,28934.91015625,79222.546875
0,-7307.72119140625,83581.171875,23083.59375,80080.6640625,11130.71484375,128926.0078125,28832.056640625,79625.46875
1,-7489.01416015625,83506.3046875,22939.826171875,80369.671875,11012.2685546875,129160.8046875,28787.044921875,79911.3828125
2,-7474.375,83517.9921875,22964.384765625,80288.8515625,10997.009765625,129276.3828125,28817.84765625,79954.6796875
0,-7280.01611328125,83606.3984375,23141.005859375,79869.328125,11082.1728515625,129227.4609375,28909.494140625,79740.7734375
1,-6980.80078125,83733.6640625,23401.16796875,79250.53125,11225.509765625,129024.5703125,29020.216796875,79338.2734375
2,-6682.34912109375,83863.9375,23655.2265625,78693.015625,11378.6708984375,128759.3984375,29120.6875,78918.2265625
0,-6490.18310546875,83946.90625,23812.486328125,78375.5390625,11481.90625,128518.1640625,29172.13671875,78617.34375
1,-6500.43505859375,83946.4765625,23793.69921875,78459.75,11479.85546875,128404.921875,29147.580078125,78573.6171875
2,-6710.958984375,83858.0234375,23603.345703125,78908.359375,11365.748046875,128461.8984375,29052.689453125,78801.828125
0,-7039.35693359375,83713.015625,23315.431640625,79541.40625,11175.6806640625,128663.078125,28922.89453125,79211.1953125
1,-7328.0341796875,83585.796875,23070.146484375,80066.0234375,10997.8212890625,128917.8515625,28821.61328125,79614.4609375
2,-7504.796875,83512.171875,22929.337890625,80344.1171875,10880.5185546875,129150.1640625,28775.50390625,79897.75
0,-7494.2587890625,83518.375,22949.697265625,80239.2109375,10862.3037109375,129254.5,28801.109375,79927.40625
1,-7299.18505859375,83607.2578125,23126.365234375,79817.828125,10947.0380859375,129201.234375,28892.662109375,79710.3984375
0,-6994.3427734375,83740.0546875,23390.8203125,79200.65625,11095.4287109375,128997.53125,29007.390625,79307.609375
1,-6692.98193359375,83873.46875,23649.7890625,78654.390625,11253.9775390625,128738.3671875,29111.865234375,78896.7734375
2,-6500.9599609375,83956.8671875,23804.619140625,78351.5078125,11357.2607421875,128502.90625,29162.314453125,78603.2265625
0,-6520.701171875,83948.765625,23776.103515625,78455.8359375,11346.9130859375,128394.859375,29130.033203125,78569.609375
1,-6739.0439453125,83854.3984375,23580.744140625,78914.796875,11226.3212890625,128460.375,29031.375,78814.1796875
2,-7066.34619140625,83711.5859375,23296.501953125,79551.75,11037.875,128672.5703125,28904.25,79231.890625
0,-7348.82421875,83591.8984375,23057.845703125,80075.03125,10868.12109375,128937.1640625,28811.123046875,79639.5859375
1,-7522.67919921875,83517.75,22917.177734375,80350.171875,10752.154296875,129166.09375,28766.0625,79920.7265625
2,-7515.14501953125,83518.609375,22934.8671875,80238.2578125,10728.0263671875,129260.796875,28785.994140625,79939.375
3,-7323.7900390625,83603.578125,23108.103515625,79800.046875,10808.849609375,129199.5703125,28870.966796875,79709.7265625
4,-7013.84619140625,83740.484375,23378.279296875,79186.015625,10962.1064453125,129000.8671875,28991.08203125,79308.09375
5,-6712.72314453125,83874.0,23635.19921875,78648.71875,11120.0341796875,128743.140625,29093.173828125,78895.4375
6,-6525.0400390625,83955.9140625,23788.072265625,78345.546875,11221.21875,128506.2421875,29141.857421875,78601.65625
7,-6554.365234375,83939.0390625,23749.830078125,78440.2421875,11201.859375,128387.65625,29102.376953125,78563.3671875
8,-6779.384765625,83838.421875,23546.841796875,78910.3125,11076.4033203125,128450.21875,28998.568359375,78806.125
9,-7102.10791015625,83698.953125,23266.794921875,79549.03125,10891.62890625,128665.3203125,28874.591796875,79226.0703125
10,-7368.27880859375,83594.4765625,23044.302734375,80067.265625,10737.3720703125,128935.3984375,28795.0546875,79635.34375
11,-7547.2841796875,83515.5546875,22899.58203125,80322.0859375,10615.0634765625,129151.171875,28744.65234375,79897.3671875
0,-7531.64306640625,83523.046875,22925.6640625,80220.375,10599.5185546875,129253.2578125,28772.8828125,79924.1171875
1,-7329.4169921875,83616.9375,23108.62890625,79796.0859375,10691.357421875,129199.8046875,28867.486328125,79701.953125
2,-7027.2451171875,83748.6328125,23372.22265625,79177.7734375,10839.462890625,128991.046875,28980.115234375,79292.546875
0,-6730.748046875,83874.953125,23624.13671875,78639.703125,10991.0498046875,128729.3125,29077.341796875,78879.6015625
1,-6542.8740234375,83958.15625,23776.390625,78347.359375,11092.7587890625,128497.09375,29125.263671875,78591.3046875
2,-6573.58203125,83941.28125,23738.673828125,78437.0,11075.2109375,128382.5078125,29085.92578125,78556.6875
0,-6795.8828125,83845.3359375,23537.3515625,78896.625,10952.85546875,128449.359375,28986.599609375,78804.6484375
1,-7115.65087890625,83709.8671875,23258.87890625,79539.0703125,10772.1806640625,128667.9453125,28865.388671875,79227.5546875
2,-7394.55322265625,83589.9921875,23023.654296875,80056.578125,10602.5234375,128928.53125,28772.451171875,79628.234375
0,-7568.69384765625,83515.2265625,22884.419921875,80318.6015625,10485.220703125,129151.8359375,28726.484375,79902.703125
1,-7550.955078125,83524.1875,22911.07421875,80197.25,10470.009765625,129249.96875,28752.99609375,79925.2109375
2,-7355.2138671875,83609.6875,23087.884765625,79752.5,10553.2646484375,129184.359375,28839.49609375,79689.75
0,-7033.44384765625,83758.4140625,23369.45703125,79149.921875,10719.5859375,128992.140625,28970.626953125,79294.0234375
1,-6737.4228515625,83887.7265625,23621.513671875,78605.28125,10873.0322265625,128726.640625,29069.236328125,78875.1171875
2,-6562.80517578125,83959.3046875,23761.41796875,78311.1171875,10964.4423828125,128485.453125,29107.09765625,78583.25
0,-6591.7490234375,83945.09375,23724.796875,78422.125,10947.4189453125,128381.265625,29070.427734375,78563.5078125
1,-6821.2509765625,83843.8125,23518.421875,78889.046875,10819.150390625,128450.265625,28965.23828125,78816.234375
2,-7151.794921875,83698.28125,23232.55859375,79539.8359375,10629.08203125,128671.8046875,28838.779296875,79248.0078125
0,-7426.5009765625,83584.2265625,23002.29296875,80060.25,10465.52734375,128941.9296875,28751.376953125,79659.8984375
1,-7597.4951171875,83509.265625,22863.19921875,80310.3984375,10348.607421875,129160.8515625,28705.98046875,79921.78125
2,-7572.173828125,83523.09375,22897.388671875,80179.4140625,10339.4990234375,129254.9765625,28739.740234375,79932.84375
0,-7367.89697265625,83615.125,23082.40234375,79728.0859375,10430.95703125,129188.125,28831.62890625,79694.6171875
1,-7057.6669921875,83751.2578125,23354.103515625,79120.59375,10585.642578125,128982.703125,28951.552734375,79288.7265625
2,-6769.1328125,83873.46875,23598.529296875,78580.9140625,10733.271484375,128711.6171875,29042.771484375,78868.0625
0,-6584.59716796875,83955.7734375,23747.3984375,78303.4921875,10834.361328125,128483.1171875,29091.646484375,78590.6875
1,-6604.337890625,83951.671875,23718.55078125,78422.03125,10828.6865234375,128387.1796875,29064.943359375,78575.953125
2,-6830.64501953125,83854.921875,23515.89453125,78896.1953125,10705.28125,128458.421875,28965.23828125,78829.34375
0,-7161.90380859375,83708.484375,23227.98046875,79523.09375,10513.5927734375,128668.46875,28835.681640625,79245.53125
1,-7445.0498046875,83584.125,22987.939453125,80034.3125,10339.404296875,128924.3359375,28736.9765625,79642.2578125
2,-7609.796875,83514.84375,22855.189453125,80286.1796875,10228.4443359375,129144.921875,28697.16015625,79905.09375
0,-7582.712890625,83530.1015625,22890.85546875,80167.203125,10220.0517578125,129241.765625,28732.541015625,79922.828125
1,-7383.77587890625,83614.7890625,23071.1953125,79703.9609375,10306.8359375,129164.7109375,28817.990234375,79672.4921875
0,-7073.02099609375,83752.0234375,23342.8984375,79072.484375,10462.3798828125,128953.421875,28935.197265625,79258.3046875
1,-6782.10302734375,83875.328125,23587.75390625,78545.2421875,10611.2490234375,128687.2578125,29028.89453125,78846.2734375
2,-6603.623046875,83954.0546875,23732.234375,78287.703125,10708.5244140625,128463.28125,29075.1015625,78578.1953125
0,-6626.93994140625,83947.6171875,23702.623046875,78411.2578125,10701.6572265625,128374.6875,29046.96875,78573.6640625
0,-6854.48681640625,83852.4453125,23498.537109375,78890.90625,10578.109375,128453.21875,28947.83203125,78832.921875
1,-7183.45703125,83708.34375,23211.48046875,79531.5859375,10387.46875,128670.2265625,28821.56640625,79252.296875
2,-7460.68994140625,83589.46875,22979.119140625,80037.125,10220.4814453125,128929.9140625,28730.30078125,79649.171875
0,-7632.2080078125,83512.984375,22842.93359375,80272.875,10102.75,129140.7265625,28682.37890625,79899.5078125
1,-7605.60107421875,83525.0,22876.455078125,80146.46875,10092.306640625,129231.9453125,28714.70703125,79908.7109375
2,-7415.2470703125,83601.7734375,23047.44921875,79693.46875,10168.21875,129153.171875,28792.623046875,79660.8515625
3,-7096.5771484375,83745.96875,23324.443359375,79095.8046875,10330.916015625,128960.8125,28919.12890625,79272.9453125
4,-6791.68701171875,83884.15625,23584.3671875,78566.46875,10494.8525390625,128711.1875,29025.986328125,78872.2109375
5,-6608.6298828125,83967.40625,23733.33203125,78282.75,10596.5615234375,128485.7890625,29076.388671875,78596.4609375
6,-6644.01123046875,83952.484375,23692.1328125,78396.046875,10580.111328125,128383.984375,29039.767578125,78576.71875
7,-6884.3369140625,83844.578125,23474.7421875,78865.203125,10444.212890625,128449.8828125,28928.806640625,78826.1953125
0,-7206.630859375,83707.1015625,23194.6484375,79509.9375,10261.583984375,128672.7578125,28809.263671875,79252.0625
1,-7479.66796875,83591.9921875,22965.86328125,80015.859375,10097.837890625,128935.96875,28721.287109375,79651.5546875
2,-7637.07177734375,83526.5234375,22841.408203125,80252.609375,9992.45703125,129154.890625,28685.333984375,79909.09375
0,-7609.0341796875,83538.109375,22875.310546875,80121.0,9981.5380859375,129241.0546875,28715.994140625,79914.625
1,-7404.51904296875,83626.8046875,23058.94140625,79659.234375,10069.513671875,129161.5625,28803.3046875,79662.6171875
2,-7092.76220703125,83765.8046875,23331.64453125,79034.0078125,10228.2529296875,128950.8046875,28922.703125,79253.203125
3,-6797.8388671875,83893.2109375,23581.650390625,78501.140625,10382.2236328125,128685.96875,29021.314453125,78842.84375
0,-6630.326171875,83963.8359375,23714.974609375,78240.8359375,10471.3916015625,128455.703125,29057.314453125,78571.28125
1,-6666.47021484375,83951.1484375,23673.583984375,78403.0546875,10455.7998046875,128373.2109375,29024.03125,78578.1015625
0,-6907.51123046875,83842.765625,23456.623046875,78900.0625,10319.8056640625,128459.328125,28915.93359375,78851.6640625
1,-7231.0927734375,83704.1953125,23176.95703125,79537.2109375,10136.1279296875,128687.3046875,28794.91015625,79281.53125
2,-7502.4130859375,83590.0859375,22950.603515625,80017.578125,9974.2421875,128946.890625,28707.935546875,79668.9140625
0,-7661.15185546875,83523.7109375,22824.2421875,80234.96875,9866.5244140625,129156.703125,28670.21875,79908.5234375
1,-7626.62890625,83540.3046875,22864.724609375,80095.25,9860.46875,129240.2890625,28703.978515625,79908.4765625
2,-7415.962890625,83631.8125,23053.314453125,79644.59375,9954.119140625,129167.2890625,28796.962890625,79664.4296875
0,-7096.625,83777.1015625,23331.787109375,79037.484375,10118.67578125,128963.1953125,28922.2265625,79263.359375
1,-6806.66015625,83902.4609375,23576.73828125,78506.671875,10270.072265625,128695.7421875,29016.44921875,78851.5625
0,-6638.9560546875,83976.0859375,23711.4453125,78249.65625,10361.7197265625,128468.953125,29055.7890625,78583.6328125
1,-6683.587890625,83956.390625,23662.09375,78399.1875,10338.0693359375,128379.1171875,29014.494140625,78585.6796875
2,-6920.671875,83855.921875,23452.283203125,78903.734375,10210.1328125,128468.2421875,28914.59765625,78860.1953125
3,-7239.43701171875,83720.546875,23176.099609375,79534.6796875,10028.88671875,128691.828125,28796.580078125,79278.046875
0,-7519.05517578125,83596.2890625,22938.205078125,80002.84375,9856.1767578125,128937.734375,28699.2109375,79655.2265625
1,-7676.55419921875,83529.2421875,22813.607421875,80229.4375,9748.220703125,129149.640625,28660.15625,79901.2734375
0,-7636.64306640625,83550.03125,22860.291015625,80082.375,9749.318359375,129233.28125,28698.11328125,79896.5078125
1,-7429.60009765625,83638.1015625,23044.111328125,79608.1640625,9839.154296875,129145.6875,28787.091796875,79635.8203125
2,-7116.1748046875,83777.8203125,23317.1953125,79004.53125,9995.986328125,128938.0703125,28906.158203125,79233.3671875
0,-6820.48779296875,83909.328125,23568.775390625,78485.59375,10152.484375,128678.4296875,29004.2421875,78829.4375
1,-6648.97021484375,83987.34375,23707.8203125,78235.5390625,10247.5166015625,128455.2265625,29047.158203125,78566.2265625
2,-6698.990234375,83963.5,23652.69921875,78394.8046875,10221.9111328125,128365.9609375,29002.3828125,78571.7109375
0,-6945.22900390625,83853.734375,23429.82421875,78877.7421875,10085.3447265625,128445.3515625,28891.61328125,78838.7421875
1,-7266.3310546875,83715.2109375,23151.685546875,79499.15625,9902.859375,128666.1328125,28771.78515625,79259.9296875
0,-7539.3681640625,83599.2890625,22923.615234375,79992.15625,9737.3017578125,128924.625,28681.900390625,79653.2734375
1,-7691.908203125,83536.921875,22804.501953125,80233.25,9634.9248046875,129145.5390625,28649.857421875,79909.859375
2,-7655.7158203125,83553.8984375,22847.369140625,80096.921875,9629.91796875,129231.9921875,28687.431640625,79909.046875
0,-7439.89990234375,83649.359375,23039.724609375,79629.4296875,9726.810546875,129152.9296875,28781.94140625,79650.5546875
1,-7130.71923828125,83782.25,23306.037109375,78996.8125,9879.923828125,128929.9609375,28892.90234375,79228.359375
2,-6841.0400390625,83909.234375,23550.369140625,78461.3671875,10030.794921875,128658.40625,28986.6953125,78813.46875
0,-6679.05810546875,83978.7578125,23679.44921875,78202.546875,10117.7216796875,128431.8125,29021.361328125,78549.6328125
1,-6727.02783203125,83959.2578125,23627.6640625,78371.6328125,10094.595703125,128352.2265625,28981.44921875,78565.2265625
